INSURANCE_TYPE,PREMIUM_AMOUNT,CLAIM_AMOUNT,CITY,STATE,POSTAL_CODE,MARITAL_STATUS,AGE,TENURE,EMPLOYMENT_STATUS,NO_OF_FAMILY_MEMBERS,RISK_SEGMENTATION,HOUSE_TYPE,SOCIAL_CLASS,CUSTOMER_EDUCATION_LEVEL,CLAIM_STATUS,INCIDENT_SEVERITY,AUTHORITY_CONTACTED,ANY_INJURY,POLICE_REPORT_AVAILABLE,INCIDENT_STATE,INCIDENT_CITY,INCIDENT_HOUR_OF_THE_DAY,AGENT_ID,VENDOR_ID,AGENT_NAME,DATE_OF_JOINING,AGENT_CITY,AGENT_STATE,AGENT_POSTAL_CODE,EMP_ROUTING_NUMBER,EMP_ACCT_NUMBER,VENDOR_NAME,VENDOR_CITY,VENDOR_STATE,VENDOR_POSTAL_CODE,TRANSACTION_DAY,TRANSACTION_MONTH,TRANSACTION_YEAR,POLICY_EFF_DAY,POLICY_EFF_MONTH,POLICY_EFF_YEAR,LOSS_DAY,LOSS_MONTH,LOSS_YEAR,REPORT_DAY,REPORT_MONTH,REPORT_YEAR
Travel,67.26,3000,Oakland,CA,94607,Y,62,80,Y,7,M,Own,HI,College,A,Major Loss,Other,0,0,FL,Panama City,11,AGENT00594,VNDR00254,Susan Russell,2003-09-15,Oakland,CA,94608,96507151,CYOF71038872733701,Wilson-Kelly,Panama City,FL,32404,1,8,2020,11,2,2011,26,7,2020,28,7,2020
Health,197.25,11000,Savannah,GA,31401,N,52,25,Y,2,M,Own,HI,Bachelor,A,Major Loss,Ambulance,1,1,TN,Nashville,8,AGENT01125,VNDR00103,Frank Valenzuela,2005-09-20,Washington,DC,20373,38631823,NNQU86427922489744,Harris LLC,Washington,DC,20019,1,8,2020,14,4,2016,25,7,2020,27,7,2020
Mobile,8.94,600,Castro Valley,CA,94546,Y,30,54,Y,3,M,Mortgage,HI,Bachelor,D,Minor Loss,Ambulance,1,0,DC,Washington,15,AGENT00720,VNDR00588,Margaret Collier,2004-12-17,Manchester,CT,6040,127128603,SXCC32221412802623,Jenkins Group,Tybee Island,GA,31328,1,8,2020,7,8,2018,22,7,2020,25,7,2020
Health,190.49,10000,Midwest City,OK,73110,N,31,37,Y,4,M,Mortgage,MI,College,A,Major Loss,Police,1,0,OK,Oklahoma City,13,AGENT00251,VNDR00454,James Alexander,2015-02-24,Savannah,GA,31405,47727964,VLGI44707698706022,"Irwin, Perez and Young",Arvada,CO,80002,1,8,2020,16,1,2012,25,7,2020,27,7,2020
Mobile,8.55,200,Montgomery,AL,36117,Y,37,29,Y,5,L,Own,HI,PhD,A,Major Loss,Other,1,0,VT,Shelburne,7,AGENT00385,VNDR00206,Sarah Pearce,2009-01-01,Annapolis,MD,21403,103505729,AYOP97438105670078,"Carr, Smith and Prince",Union City,CA,94587,1,8,2020,12,3,2014,19,7,2020,24,7,2020
Health,162.81,12000,Louisville,KY,40204,N,51,44,Y,3,L,Rent,MI,Bachelor,A,Total Loss,Other,1,1,FL,Panama City,7,AGENT00225,VNDR00076,Judith Piacente,2006-03-01,Manchester,CT,6040,78722718,NPGC64240650788776,"Schaefer, Paul and Ayala",Washington,DC,20011,1,8,2020,26,3,2017,12,7,2020,17,7,2020
Motor,132.93,2000,Redding,CA,96003,N,52,34,Y,2,H,Own,MI,Bachelor,A,Minor Loss,Ambulance,1,0,VT,Redding,7,AGENT00921,VNDR00132,Alex Erps,2014-03-04,Anchorage,AK,99516,127883184,EQSN81454242555709,Gregory and Sons,Savannah,GA,31419,2,8,2020,9,2,2014,14,7,2020,19,7,2020
Mobile,10.59,100,Odenton,MD,21113,N,56,108,Y,6,L,Mortgage,MI,MD,A,Total Loss,Police,1,0,DC,Washington,17,AGENT00175,VNDR00129,Mario Willis,2004-12-05,Panama City,FL,32404,40309033,XQLZ50054087067496,"Norris, Arnold and Young",Homer,AK,99603,2,8,2020,25,5,2013,19,7,2020,24,7,2020
Health,186.09,11000,Glen Burnie,MD,21061,N,58,72,Y,7,L,Own,HI,Bachelor,A,Minor Loss,Ambulance,1,1,AZ,Glendale,0,AGENT01050,VNDR00250,David Daniel,1994-02-10,Anchorage,AK,99501,28402266,DCOD74527654101310,Palmer-Mccall,Manchester,CT,6040,2,8,2020,3,9,2013,1,8,2020,1,8,2020
Mobile,11.82,700,Pittsfield,MA,1201,Y,46,38,Y,2,M,Own,HI,High School,A,Major Loss,Police,0,1,TN,Nashville,14,AGENT00624,VNDR00597,Stacey Louis,2007-05-17,Nashville,TN,37115,25457751,QQBF44190523404491,Ortiz-Donovan,Fayetteville,AR,72701,2,8,2020,29,8,2015,18,7,2020,23,7,2020
Health,121.31,8000,Baltimore,MD,21225,N,27,106,Y,5,M,Rent,HI,College,A,Total Loss,Other,0,1,AZ,Glendale,13,AGENT00721,VNDR00266,Martin Murphy,2016-01-31,Pueblo West,CA,95076,110198860,KNFN24040900286563,Avila-Baker,Manchester,CT,6040,2,8,2020,19,4,2014,16,7,2020,21,7,2020
Health,141.59,14000,Washington,DC,20019,Y,59,117,N,7,L,Mortgage,MI,Bachelor,A,Total Loss,Ambulance,0,1,DC,Washington,2,AGENT00642,VNDR00326,Toni Singh,1998-10-03,Manchester,CT,6040,42374817,TTLQ72519681961221,Stewart Ltd,Washington,DC,20020,2,8,2020,15,1,2016,22,7,2020,27,7,2020
Life,62.9,27000,Anchorage,AK,99516,N,30,77,Y,7,L,Rent,HI,High School,D,Major Loss,Ambulance,1,1,KY,Louisville,18,AGENT00182,VNDR00353,Arlene Lopez,1993-05-06,Midwest City,OK,73110,90661828,NJRW78881113761056,"Compton, Khan and Cabrera",Worcester,MA,1604,2,8,2020,29,4,2012,19,7,2020,24,7,2020
Travel,58.55,2000,Savannah,GA,31406,Y,37,57,Y,7,M,Rent,HI,Bachelor,A,Minor Loss,Police,1,1,FL,Panama City,12,AGENT00572,VNDR00591,Harriett Williamson,2001-07-05,Manchester,CT,6040,47422007,XGHB57744889716207,Hoffman-Roberts,Rancho Cordova,CA,95670,2,8,2020,2,7,2019,14,7,2020,19,7,2020
Property,94.8,26000,Soda Springs,CA,95728,Y,42,109,Y,3,M,Own,MI,Bachelor,A,Major Loss,Police,1,0,CA,Rancho Cordova,14,AGENT00468,VNDR00415,Andrea Beaucage,1993-04-18,Anchorage,AK,99515,44283207,PTCJ53639942509675,Wells Group,Manchester,CT,6042,2,8,2020,27,7,2014,17,7,2020,22,7,2020
Motor,77.15,8000,Savannah,GA,31405,Y,44,59,Y,6,M,Mortgage,MI,Bachelor,A,Major Loss,Police,1,1,AK,Anchorage,19,AGENT00778,VNDR00373,Bernice Ross,2006-12-18,Dublin,CA,94568,86566063,JSCN22209739562046,"Martinez, Sims and Thomas",Newark,CA,94560,2,8,2020,12,5,2018,26,7,2020,28,7,2020
Health,191.91,9000,Manchester,CT,6040,Y,42,73,Y,5,L,Rent,MI,Bachelor,A,Minor Loss,Police,1,1,GA,Bloomingdale,12,AGENT00806,VNDR00249,Martin Eaton,2011-12-18,Louisville,KY,40213,92832697,WXDR94299421306504,"Mora, Bass and Romero",Arvada,CO,80003,2,8,2020,4,10,2015,28,7,2020,29,7,2020
Property,117.83,12000,Glendale,AZ,85303,Y,32,45,Y,2,M,Mortgage,HI,High School,A,Total Loss,Ambulance,1,0,DC,Washington,9,AGENT00993,VNDR00557,William Zeigler,2015-02-20,Cambridge,MA,2139,40950204,QBWJ47860091629889,Bridges and Sons,Washington,DC,20019,2,8,2020,6,10,2010,30,7,2020,30,7,2020
Life,80.62,89000,Tybee Island,GA,31328,Y,39,90,Y,5,M,Mortgage,MI,Bachelor,A,Minor Loss,Police,0,0,TN,Nashville,12,AGENT00871,VNDR00410,Charles Milam,1999-04-26,Crofton,MD,21114,101510415,NPJT28339550872419,Fleming Group,Oakland,VT,5468,2,8,2020,5,6,2012,23,7,2020,26,7,2020
Travel,97.49,1000,Montgomery,AL,36116,Y,50,66,Y,3,M,Own,MI,College,A,Major Loss,Police,1,1,VT,South Burlington,5,AGENT00345,VNDR00319,Alfredo Dilsaver,1992-02-08,Nashville,TN,37215,10118555,VVAR69738570528964,Jones-Hill,Glendale,AZ,85301,2,8,2020,9,2,2017,15,7,2020,20,7,2020
Mobile,10.72,600,Manchester,CT,6040,N,62,106,Y,6,H,Mortgage,MI,College,A,Total Loss,Ambulance,1,1,CA,Union City,20,AGENT00312,VNDR00052,Danielle Caddell,1998-07-09,Colchester,VT,5446,102345346,NFUY75139296831747,Garcia-Brown,Lyndon,VT,5851,2,8,2020,10,8,2014,19,7,2020,24,7,2020
Motor,112.02,1000,Glendale,AZ,85308,N,25,36,Y,7,M,Rent,LI,College,A,Total Loss,Other,1,1,MA,Everett,0,AGENT00510,VNDR00096,Katherine Williams,2008-11-14,Louisville,KY,40209,94546473,LGJF22122370861596,Villanueva Ltd,Arvada,CO,80003,2,8,2020,20,8,2012,23,7,2020,26,7,2020
Property,124.57,32000,Glendale,AZ,85302,Y,64,24,Y,3,L,Rent,LI,Bachelor,A,Minor Loss,Police,1,1,VT,Colchester,0,AGENT00838,VNDR00433,Elbert Duncan,1995-06-27,Bakersfield,CA,93305,74178942,TBPA99360546201238,Sanchez PLC,Fayetteville,AR,72703,2,8,2020,4,7,2010,25,7,2020,28,7,2020
Travel,77.53,5000,Danville,VT,5828,Y,51,8,Y,6,L,Rent,LI,Bachelor,A,Minor Loss,Police,1,1,FL,Panama City,15,AGENT00753,VNDR00539,Constance Nathanson,2002-09-11,Anchorage,AK,99503,79822950,AHKS13267881745159,Anderson Inc,Telluride,CO,81435,2,8,2020,13,2,2015,13,7,2020,18,7,2020
Life,88.21,99000,Nashville,TN,37013,N,55,20,Y,2,L,Own,LI,Masters,D,Total Loss,Police,0,0,AZ,Glendale,2,AGENT00814,VNDR00583,Kelli Miles,1998-11-21,Washington,DC,20011,110009108,XRZQ13584913503046,Powers-Burgess,Washington,DC,20002,2,8,2020,13,1,2012,22,7,2020,27,7,2020
Life,61.32,45000,West River,MD,20778,Y,56,69,N,6,L,Mortgage,LI,Masters,A,Total Loss,Ambulance,1,1,TN,Nashville,22,AGENT01122,VNDR00447,Ray Dunlap,2008-04-09,Oklahoma City,OK,73159,76230859,IJCW59552466164957,"Johnson, Hernandez and Mcguire",Nashville,TN,37207,2,8,2020,26,7,2011,21,7,2020,26,7,2020
Travel,64.66,4000,Panama City,FL,32404,Y,35,48,N,2,L,Mortgage,LI,Bachelor,A,Major Loss,Ambulance,1,1,TN,Nashville,7,AGENT00132,VNDR00138,Peggy Williams,2004-12-16,Anchorage,AK,99577,52052828,TMNN23369854159891,Hayden Inc,McCrory,AR,72101,2,8,2020,19,6,2018,13,7,2020,18,7,2020
Travel,86.29,1000,Fayetteville,AR,72701,Y,28,108,Y,2,L,Mortgage,MI,MD,A,Minor Loss,Ambulance,0,0,MD,Annapolis,23,AGENT00910,VNDR00001,Vincent Ragan,2016-12-19,Anchorage,AK,99501,120396306,BWWJ88696170406004,"King, Proctor and Jones",Fayetteville,AR,72703,2,8,2020,4,4,2019,22,7,2020,27,7,2020
Travel,52.42,4000,Spencer,OK,73084,Y,39,76,Y,5,M,Own,MI,Bachelor,A,Minor Loss,Ambulance,1,1,OK,Edmond,22,AGENT00033,VNDR00289,Arturo Cole,1996-11-15,Alameda,CA,94502,73671657,VQGP85136893422980,Ochoa-Morris,Glendale,AZ,85304,2,8,2020,1,7,2010,15,7,2020,20,7,2020
Life,66.32,33000,Panama City,FL,32401,N,53,39,Y,7,M,Rent,LI,Bachelor,A,Total Loss,Ambulance,1,1,CT,Manchester,5,AGENT00717,VNDR00319,Richard Mckinney,2011-06-26,Savannah,GA,31410,110249874,VAYV39833638906096,Jones-Hill,Glendale,AZ,85301,2,8,2020,22,3,2018,26,7,2020,28,7,2020
Health,189.07,4000,Fayetteville,AR,72701,N,62,111,Y,5,L,Mortgage,MI,Bachelor,A,Total Loss,Police,1,1,CO,Arvada,23,AGENT00968,VNDR00166,Kathryn Lehman,2006-12-13,Arvada,CO,80004,77161736,QGEO85815599863994,Nelson-Russell,Montgomery,AL,36105,2,8,2020,18,9,2012,22,7,2020,27,7,2020
Motor,94.66,5000,Pasadena,MD,21122,Y,36,27,Y,3,H,Mortgage,HI,Bachelor,A,Minor Loss,Police,1,1,CO,Arvada,11,AGENT00867,VNDR00083,Marcia Knowles,1991-03-16,Glendale,AZ,85308,66901237,XWPM20407976259173,"Kennedy, Benjamin and Young",Montgomery,AL,36109,2,8,2020,30,11,2013,28,7,2020,29,7,2020
Life,65.69,16000,Waltham,MA,2452,Y,44,64,Y,6,L,Mortgage,HI,Bachelor,A,Total Loss,Ambulance,1,0,AR,Fayetteville,8,AGENT00122,VNDR00008,Tom Williams,2004-12-14,Woodford,VT,5201,35111605,OYBM20818788650169,"Young, Williams and Pope",West Sacramento,CA,95691,2,8,2020,28,10,2012,21,7,2020,26,7,2020
Life,69.61,71000,Glendale,AZ,85301,Y,51,64,Y,5,H,Mortgage,MI,Bachelor,A,Minor Loss,Police,1,1,MD,Glen Burnie,21,AGENT00140,VNDR00522,Sergio Randolph,1997-03-21,Louisville,KY,40291,67137110,JEPU40751768652777,Moore-Elliott,Glendale,AZ,85301,2,8,2020,15,12,2016,15,7,2020,20,7,2020
Mobile,8.04,700,Arvada,CO,80002,Y,64,51,Y,4,M,Mortgage,HI,College,D,Minor Loss,Ambulance,1,1,OK,Warr Acres,14,AGENT00148,VNDR00104,Vanessa White,1999-05-10,Louisville,KY,40245,52933002,PFUC93393760492722,Reese-Mckinney,Needham,MA,2492,2,8,2020,9,10,2015,28,7,2020,29,7,2020
Life,60.54,29000,Colchester,VT,5446,Y,52,86,Y,6,M,Mortgage,HI,College,A,Total Loss,Ambulance,0,0,AR,Fayetteville,0,AGENT01118,VNDR00002,William Leslie,1993-12-07,Arvada,CO,80005,103839204,WDBF04875368521876,Garcia Ltd,Montgomery,AL,36117,2,8,2020,12,5,2014,24,7,2020,27,7,2020
Travel,91.0,2000,Manchester,CT,6042,Y,35,65,Y,7,M,Rent,MI,Bachelor,A,Minor Loss,Police,1,0,AZ,Glendale,11,AGENT01122,VNDR00266,Ray Dunlap,2008-04-09,Oklahoma City,OK,73159,76230859,IJCW59552466164957,Avila-Baker,Manchester,CT,6040,2,8,2020,17,6,2015,1,8,2020,1,8,2020
Life,69.83,98000,Nashville,TN,37208,Y,31,116,Y,5,L,Own,MI,High School,A,Minor Loss,Ambulance,1,1,AL,Montgomery,10,AGENT01043,VNDR00098,Josephine Miller,2005-05-13,Norman,OK,73071,101128250,DCWZ70838758103437,Rodriguez Inc,Washington,DC,20002,2,8,2020,14,2,2015,25,7,2020,28,7,2020
Motor,116.28,5000,Lynn Haven,FL,32444,Y,56,18,Y,6,H,Mortgage,HI,High School,A,Major Loss,Other,1,0,DC,Washington,8,AGENT01006,VNDR00566,Teresa Sedrakyan,1990-11-30,Ashland,MA,1721,92239012,ADRV42619145551812,Benson-Hayes,Union City,CA,94587,2,8,2020,31,8,2012,24,7,2020,27,7,2020
Health,103.17,15000,Arvada,CO,80005,Y,56,112,Y,7,H,Rent,LI,College,A,Minor Loss,Ambulance,1,1,MD,Severn,22,AGENT00565,VNDR00293,Jonathan Onusko,1997-04-09,Annapolis,MD,21403,116879811,IEPT05177412022149,Brown Ltd,Cambridge,MA,2139,2,8,2020,14,10,2016,13,7,2020,18,7,2020
Motor,129.79,7000,Nashville,TN,37013,N,29,38,Y,6,H,Mortgage,MI,High School,A,Total Loss,Other,1,0,CO,Arvada,7,AGENT00111,VNDR00529,Philip Mabrey,2013-09-07,Fayetteville,AR,72701,63362439,RHJK50643422441905,Brooks-Henry,Arvada,CO,80002,3,8,2020,14,1,2011,1,8,2020,1,8,2020
Property,82.21,10000,Manchester,CT,6040,Y,29,14,Y,6,M,Mortgage,HI,College,A,Minor Loss,Police,0,0,CA,Suisun City,0,AGENT00083,VNDR00382,Christopher Fontenot,1990-06-29,Louisville,KY,40118,121752253,DHZC54326133627820,Smith Group,Washington,DC,20019,3,8,2020,26,4,2011,18,7,2020,23,7,2020
Motor,110.19,10000,Washington,DC,20019,Y,42,25,Y,5,M,Mortgage,MI,Bachelor,A,Total Loss,Police,0,0,AL,Montgomery,16,AGENT00361,VNDR00164,Margaret Glover,1995-10-13,Panama City,FL,32408,56851164,NIML29802849665247,Perkins Group,Mountain View,CA,94043,3,8,2020,27,8,2016,16,7,2020,21,7,2020
Mobile,7.38,500,Rancho Cordova,CA,95670,N,34,54,Y,4,M,Own,MI,Bachelor,A,Minor Loss,Police,0,1,FL,Panama City Beach,2,AGENT00929,VNDR00275,Krista Cates,1993-06-07,Orange,CA,92869,121300090,IUKO84188686190049,Hardin and Sons,Nashville,TN,37209,3,8,2020,30,1,2015,2,8,2020,2,8,2020
Mobile,6.52,100,Fremont,CA,94536,Y,32,93,Y,5,L,Rent,MI,PhD,A,Major Loss,Ambulance,1,1,CO,Arvada,17,AGENT00540,VNDR00544,William Harper,2003-12-28,San Leandro,CA,94579,66068824,JHVR06078435504022,"Miller, Jensen and Bridges",Crofton,MD,21114,3,8,2020,23,12,2017,29,7,2020,30,7,2020
Property,125.23,36000,Conway,AR,72032,Y,45,101,Y,4,L,Own,MI,Bachelor,A,Major Loss,Ambulance,1,1,TN,Nashville,10,AGENT00771,VNDR00114,Roger Burns,1995-04-13,Oklahoma City,OK,73120,106587058,YFCY12225670168302,Mayo-Green,Arvada,CO,80004,3,8,2020,28,4,2014,24,7,2020,27,7,2020
Life,57.69,48000,Brentwood,TN,37027,N,29,100,Y,5,M,Mortgage,MI,College,A,Total Loss,Ambulance,1,1,AL,Montgomery,15,AGENT01028,VNDR00422,Andrea Castilla,2013-03-17,Montgomery,AL,36109,25411072,YJXS04901758045402,"Martin, Cole and Williams",Arvada,CO,80007,3,8,2020,3,10,2014,23,7,2020,28,7,2020
Mobile,7.67,700,Manchester,CT,6040,Y,48,50,Y,6,M,Rent,MI,Bachelor,A,Minor Loss,Other,1,0,CT,Manchester,9,AGENT00452,VNDR00101,David Mcintire,2008-04-11,Fremont,CA,94538,38943391,GFSN82473099368327,Walker Group,Louisville,KY,40272,3,8,2020,30,12,2017,1,8,2020,1,8,2020
Travel,62.48,3000,Arvada,CO,80007,Y,28,72,Y,2,L,Rent,LI,High School,D,Total Loss,Police,1,1,GA,Savannah,10,AGENT01123,VNDR00404,Aiko Audet,2004-05-18,Woodford,VT,5201,95067469,VIBC21834847408003,Ortiz-Tucker,Montgomery,AL,36117,3,8,2020,15,4,2019,26,7,2020,29,7,2020
Property,98.72,31000,Panama City,FL,32405,Y,46,99,Y,7,M,Own,LI,Masters,A,Minor Loss,Other,1,1,CT,Manchester,0,AGENT00128,VNDR00001,Richard Kessler,1998-01-03,Rancho Palos Verdes,CA,90275,39266080,YAJV22766086736134,"King, Proctor and Jones",Fayetteville,AR,72703,3,8,2020,18,9,2010,29,7,2020,30,7,2020
Property,157.33,13000,Lithia,FL,33547,Y,47,22,Y,7,L,Rent,HI,Bachelor,A,Major Loss,Police,1,1,VT,Lithia,21,AGENT00468,VNDR00222,Andrea Beaucage,1993-04-18,Anchorage,AK,99515,44283207,PTCJ53639942509675,Webb-Henderson,Fayetteville,AR,72701,3,8,2020,3,9,2019,23,7,2020,28,7,2020
Life,66.41,90000,Louisville,KY,40291,Y,54,61,Y,3,M,Rent,HI,Bachelor,A,Minor Loss,Police,0,1,MD,Annapolis,11,AGENT00932,VNDR00354,Carl Chiarelli,1995-02-17,Barre,VT,5641,94327896,IMAD22493718509641,Stevens-Mills,Washington,DC,20011,3,8,2020,20,11,2018,25,7,2020,28,7,2020
Life,70.17,96000,Agawam,MA,1030,N,36,40,Y,2,L,Mortgage,HI,Bachelor,A,Major Loss,Police,1,1,GA,Savannah,7,AGENT00816,VNDR00307,Joshua Windham,1993-11-18,Manchester,CT,6042,101434122,JOPI68440838320234,"Reeves, Brown and Burch",Fayetteville,AR,72704,3,8,2020,25,3,2015,2,8,2020,2,8,2020
Motor,87.66,5000,Norman,OK,73071,Y,28,71,N,3,M,Rent,LI,Bachelor,A,Total Loss,Police,1,0,AR,Fayetteville,19,AGENT00455,VNDR00109,Roger Hacker,2004-01-20,Fayetteville,AR,72701,89328994,RQPZ51134446128060,Hudson PLC,Pasadena,MD,21122,3,8,2020,23,8,2018,14,7,2020,19,7,2020
Mobile,7.48,600,Louisville,KY,40216,N,44,82,N,2,M,Own,LI,High School,A,Total Loss,Ambulance,1,1,KY,Louisville,18,AGENT00190,VNDR00086,Mary Jackson,2004-11-05,Washington,DC,20012,59827412,NKJO75165298436333,"Guerrero, Norman and Baker",Dartmouth,MA,2748,3,8,2020,9,10,2010,26,7,2020,29,7,2020
Motor,124.2,1000,Fayetteville,AR,72703,Y,28,90,Y,6,M,Own,HI,Bachelor,A,Total Loss,Police,1,0,DC,Washington,19,AGENT00720,VNDR00185,Margaret Collier,2004-12-17,Manchester,CT,6040,127128603,SXCC32221412802623,"Harmon, Manning and Bradley",Annapolis,MD,21402,3,8,2020,6,5,2011,1,8,2020,1,8,2020
Motor,78.01,5000,San Leandro,CA,94578,Y,63,91,Y,4,L,Own,MI,High School,A,Major Loss,Ambulance,1,1,MD,Glen Burnie,11,AGENT00282,VNDR00152,Marty Lanier,2016-07-22,Fremont,CA,94555,90225662,ZEWC78514705856352,Morris-Howe,Louisville,KY,40118,3,8,2020,19,12,2012,22,7,2020,27,7,2020
Health,189.66,19000,Arvada,CO,80004,N,49,107,Y,4,H,Rent,MI,High School,A,Major Loss,Police,1,0,AL,Montgomery,6,AGENT00052,VNDR00075,Evelyn Mckinney,2018-05-02,Manchester,CT,6042,91856616,LLBJ02457725590016,Blackwell-Foster,Nashville,TN,37215,3,8,2020,14,9,2014,23,7,2020,28,7,2020
Mobile,6.69,600,Millis,MA,2054,Y,63,50,Y,3,M,Mortgage,MI,Masters,A,Total Loss,Ambulance,1,1,DC,Washington,23,AGENT00008,VNDR00108,Carolyn Quesada,2003-11-15,Panama City,FL,32405,58311521,HOSW68784912234194,Pham Ltd,Savannah,GA,31419,3,8,2020,5,8,2017,29,7,2020,30,7,2020
Motor,98.83,1000,Norton,MA,2766,Y,31,55,Y,3,L,Rent,LI,Bachelor,A,Minor Loss,Police,0,1,CA,Hayward,18,AGENT00235,VNDR00280,Barbara Pearce,2008-02-28,Woodland,CA,95695,95018434,VKOM16514483048060,James-Fowler,Twentynine Palms,CA,92277,3,8,2020,21,5,2017,17,7,2020,22,7,2020
Motor,89.13,6000,Anchorage,AK,99577,Y,64,42,Y,3,H,Rent,HI,Bachelor,A,Minor Loss,Police,1,0,CO,Arvada,17,AGENT00832,VNDR00179,Andrea Deleon,2016-01-22,Oklahoma City,OK,73112,91463119,AGZN99793722750020,Carter and Sons,Panama City,FL,32404,3,8,2020,17,12,2018,14,7,2020,19,7,2020
Health,133.88,4000,Washington,DC,20003,Y,51,99,Y,5,L,Own,LI,College,A,Total Loss,Ambulance,0,1,AR,Fayetteville,2,AGENT00668,VNDR00129,Carol Prescott,2010-01-03,Castro Valley,CA,94546,60520847,MFGK84558491042065,"Norris, Arnold and Young",Homer,AK,99603,3,8,2020,13,8,2018,18,7,2020,23,7,2020
Life,86.12,41000,Louisville,KY,40214,Y,42,15,Y,7,L,Rent,LI,College,A,Minor Loss,Police,1,1,DC,Washington,13,AGENT00993,VNDR00244,William Zeigler,2015-02-20,Cambridge,MA,2139,40950204,QBWJ47860091629889,Michael LLC,Washington,DC,20002,3,8,2020,2,4,2013,1,8,2020,1,8,2020
Property,144.83,19000,Washington,DC,20011,Y,58,72,Y,4,M,Own,HI,Bachelor,A,Major Loss,Police,0,1,KY,Louisville,4,AGENT00784,VNDR00447,Deanna Elmore,1997-06-07,Manchester,CT,6040,57887470,KQNJ27700258311279,"Johnson, Hernandez and Mcguire",Nashville,TN,37207,3,8,2020,4,5,2012,24,7,2020,27,7,2020
Motor,92.26,5000,Norman,OK,73072,N,26,119,Y,4,M,Own,MI,Masters,A,Total Loss,Police,1,1,FL,Panama City,19,AGENT00935,VNDR00039,Adam Villar,2009-05-18,Litchfield Park,AZ,85340,33697833,FMCB37381150648042,Thomas and Sons,Beverly Hills,FL,34465,3,8,2020,3,8,2010,26,7,2020,29,7,2020
Motor,87.29,9000,Mansfield,MA,2048,N,29,18,Y,7,L,Own,LI,Bachelor,A,Minor Loss,Police,0,1,GA,Savannah,6,AGENT01005,VNDR00234,Gertrude Collier,2016-05-01,Nashville,TN,37217,125697039,CLIZ54573987574957,Herrera LLC,Lynn Haven,FL,32444,3,8,2020,2,2,2016,1,8,2020,1,8,2020
Motor,84.96,7000,Fountain,FL,32438,Y,57,62,Y,4,M,Rent,HI,College,A,Major Loss,Ambulance,1,1,OK,Edmond,2,AGENT01189,VNDR00407,Bruce Matheny,2001-05-29,Manchester,CT,6040,81815861,UCWF95930273347109,"Wilson, Acosta and Chapman",Savannah,GA,31419,4,8,2020,24,4,2015,2,8,2020,2,8,2020
Motor,82.97,5000,Nashville,TN,37214,Y,54,19,Y,4,M,Mortgage,MI,Bachelor,A,Minor Loss,Police,1,1,AK,Anchorage,20,AGENT00631,VNDR00247,Ashley Baird,2000-01-06,Nashville,TN,37205,102211519,ANWS73471466897301,Brown Inc,Cupertino,CA,95014,4,8,2020,26,10,2014,17,7,2020,22,7,2020
Travel,64.88,1000,Montgomery,AL,36116,Y,45,65,Y,3,L,Rent,MI,Bachelor,A,Minor Loss,Ambulance,0,0,CO,Arvada,7,AGENT00232,VNDR00574,Mildred Drummond,2017-01-10,Severn,MD,21144,48789338,QOSB00717110307956,Warren Inc,Manchester,CT,6040,4,8,2020,27,5,2013,30,7,2020,31,7,2020
Travel,70.47,1000,Moretown,VT,5660,Y,60,76,Y,4,L,Rent,HI,MD,A,Minor Loss,Ambulance,1,1,CO,Arvada,10,AGENT00884,VNDR00269,Dawn Krans,1993-10-24,Fayetteville,AR,72701,32867596,RXDB62048600071032,Davies LLC,Nashville,TN,37221,4,8,2020,14,9,2019,3,8,2020,3,8,2020
Property,159.0,25000,Annapolis,MD,21403,Y,29,45,Y,6,M,Rent,MI,High School,A,Minor Loss,Police,0,1,CT,Manchester,16,AGENT00202,VNDR00040,Michael Grimes,2016-06-06,Washington,DC,20016,109100678,QNKT83675204348187,Reynolds-Tucker,Manchester,CT,6040,4,8,2020,5,11,2013,27,7,2020,30,7,2020
Motor,105.45,10000,Arvada,CO,80004,Y,49,25,Y,2,M,Rent,LI,PhD,A,Minor Loss,Police,1,1,MD,Edgewater,17,AGENT00458,VNDR00415,Nina Delker,1991-09-23,Montgomery,AL,36116,96220658,XEEL24701039571551,Wells Group,Manchester,CT,6042,4,8,2020,13,3,2015,30,7,2020,31,7,2020
Life,54.84,61000,Nashville,TN,37217,Y,62,9,Y,6,M,Own,LI,MD,A,Minor Loss,Ambulance,1,1,AK,Homer,7,AGENT00117,VNDR00082,Janice Hammen,1994-06-14,Louisville,KY,40222,54517293,UBRW42701656864184,Barnes PLC,Selma,CA,93662,4,8,2020,13,8,2010,31,7,2020,1,8,2020
Property,128.34,37000,Fayetteville,AR,72703,Y,44,68,Y,3,M,Mortgage,LI,PhD,A,Total Loss,Ambulance,1,1,GA,Savannah,12,AGENT00158,VNDR00566,Jim Rippee,2017-09-21,Louisville,KY,40245,14951860,EAYK96313131410012,Benson-Hayes,Union City,CA,94587,4,8,2020,19,7,2012,23,7,2020,28,7,2020
Life,97.25,58000,Fayetteville,AR,72701,Y,56,28,Y,4,H,Rent,MI,Bachelor,A,Minor Loss,Police,1,1,CA,Livermore,14,AGENT00612,VNDR00451,Susan Mincey,1998-02-17,Louisville,KY,40219,53027632,TZWA74673988653551,"Hicks, Patton and Cook",Anchorage,AK,99507,4,8,2020,4,8,2014,15,7,2020,20,7,2020
